city,state_id,state_name,country_name,population,zips
CHICAGO,IL,ILLINOIS,COOK,8604203,60018 60649 60641 60640 60643 60642 60645 60644 60647 60646 60616 60617 60614 60615 60612 60613 60610 60611 60618 60619 60827 60638 60639 60634 60636 60637 60630 60631 60632 60633 60605 60604 60607 60606 60601 60603 60602 60609 60608 60106 60661 60660 60659 60652 60653 60651 60656 60657 60654 60655 60623 60622 60621 60620 60626 60625 60624 60629 60628 60707 60499 60664 60666 60668 60669 60670 60673 60674 60675 60677 60678 60680 60681 60684 60685 60686 60687 60688 60689 60690 60694 60695 60696 60699
MIAMI,FL,FLORIDA,MIAMI-DADE,6445545,33129 33125 33126 33127 33128 33149 33144 33145 33142 33139 33138 33137 33136 33135 33134 33133 33132 33131 33130 33150 33101 33109 33111 33151 33222 33231 33233 33238 33255 33299
DETROIT,MI,MICHIGAN,WAYNE,3506126,48209 48208 48201 48207 48205 48204 48203 48206 48227 48238 48239 48234 48235 48233 48202 48243 48214 48215 48216 48217 48210 48211 48212 48213 48219 48228 48224 48226 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288
MINNEAPOLIS,MN,MINNESOTA,HENNEPIN,2977172,55403 55409 55408 55407 55406 55405 55404 55402 55401 55430 55454 55455 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488
TAMPA,FL,FLORIDA,HILLSBOROUGH,2908063,33637 33629 33621 33620 33619 33616 33613 33610 33617 33614 33611 33612 33605 33603 33647 33609 33604 33607 33606 33602 33608 33622 33623 33630 33631 33633 33646 33650 33655 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689
ORLANDO,FL,FLORIDA,ORANGE,1822394,32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32814 32812 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32897
CHARLOTTE,NC,NORTH CAROLINA,MECKLENBURG,1512923,28269 28262 28105 28280 28282 28209 28208 28205 28204 28207 28206 28203 28202 28227 28226 28278 28270 28273 28277 28134 28216 28217 28214 28215 28212 28213 28210 28211 28244 28126 28130 28201 28218 28219 28220 28221 28222 28223 28224 28228 28229 28230 28231 28232 28233 28234 28235 28237 28241 28242 28243 28246 28247 28253 28254 28255 28256 28258 28260 28263 28265 28266 28271 28272 28274 28275 28281 28284 28285 28287 28288 28289 28290 28296 28297 28299
JACKSONVILLE,FL,FLORIDA,DUVAL,1181496,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32217 32216 32211 32210 32212 32246 32244 32233 32234 32209 32205 32202 32250 32254 32257 32256 32208 32206 32207 32258 32277 32204 32099 32201 32203 32214 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255
SALT LAKE CITY,UT,UTAH,SALT LAKE,1098526,84116 84115 84113 84112 84111 84144 84128 84180 84108 84101 84102 84103 84104 84105 84106 84110 84114 84122 84132 84133 84134 84138 84139 84143 84145 84147 84148 84150 84151 84152 84158 84199
NASHVILLE,TN,TENNESSEE,DAVIDSON,1081903,37027 37138 37076 37072 37205 37201 37206 37240 37243 37246 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37209 37208 37204 37207 37203 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37232 37234 37235 37236 37238 37241 37242 37244 37250
MEMPHIS,TN,TENNESSEE,SHELBY,1066967,38120 38127 38107 38106 38105 38104 38103 38109 38108 38152 38132 38133 38131 38134 38141 38112 38111 38114 38115 38116 38117 38118 38119 38018 38016 38128 38122 38125 38126 37501 37544 38088 38101 38113 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197
RALEIGH,NC,NORTH CAROLINA,WAKE,1038738,27617 27616 27615 27614 27613 27612 27610 27608 27609 27601 27603 27604 27605 27606 27607 27602 27619 27620 27622 27624 27626 27627 27628 27634 27636 27640 27650 27656 27658 27661 27668 27675 27676 27690 27697 27698
LOUISVILLE,KY,KENTUCKY,JEFFERSON,1005654,40177 40245 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40018 40027 40225 40261 40268 40269 40281
OKLAHOMA CITY,OK,OKLAHOMA,OKLAHOMA,972943,73012 73013 73099 73097 73119 73118 73114 73117 73116 73111 73112 73020 73173 74857 73142 73141 73145 73149 73078 73109 73106 73107 73139 73132 73131 73135 73134 73008 73084 73105 73169 73162 73165 73102 73103 73054 73151 73150 73159 73064 73108 73104 73129 73179 73170 73049 73127 73120 73121 73122 73128 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195
SARASOTA,FL,FLORIDA,SARASOTA,722243,34232 34234 34237 34236 34239 34276
TULSA,OK,OKLAHOMA,TULSA,671033,74133 74134 74135 74132 74130 74136 74137 74145 74127 74112 74114 74115 74117 74119 74015 74105 74129 74128 74120 74126 74110 74116 74107 74106 74104 74103 74146 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74171 74172 74182 74186 74187 74192 74193
CAPE CORAL,FL,FLORIDA,LEE,668382,33991 33990 33993 33914 33909 33904 33910 33911 33915
CHARLESTON,SC,SOUTH CAROLINA,CHARLESTON,628377,29414 29424 29455 29407 29401 29403 29409 29492 29412 29402 29413 29417 29422 29425 29457
GRAND RAPIDS,MI,MICHIGAN,KENT,609314,49546 49507 49506 49505 49504 49503 49508 49501 49502 49514 49515 49523 49555 49588 49599
KNOXVILLE,TN,TENNESSEE,KNOX,586048,37918 37912 37909 37902 37924 37920 37921 37922 37923 37919 37915 37914 37917 37916 37901 37927 37928 37929 37939 37950 37995 37996 37997
OGDEN,UT,UTAH,WEBER,578523,84404 84401 84403 84244 84407 84408 84409 84415
COLUMBIA,SC,SOUTH CAROLINA,RICHLAND,560041,29202 29203 29205 29201 29207 29204 29208 29209 29212 29225 29229 29147 29210 29206 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250
PALM BAY,FL,FLORIDA,BREVARD,507002,32909 32905 32907 32976 32948 32908 32902 32906 32910 32911
PROVO,UT,UTAH,UTAH,500617,84604 84606 84601 84602 84603 84605
GREENVILLE,SC,SOUTH CAROLINA,GREENVILLE,484465,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616
PORT ST. LUCIE,FL,FLORIDA,ST. LUCIE,461152,34986 34984 34983 34987 34952 34953 34985
LITTLE ROCK,AR,ARKANSAS,PULASKI,439815,72211 72210 72212 72223 72209 72202 72201 72206 72207 72204 72205 72103 72227 72215 72217 72219 72222 72225 72231 72255 72260 72295
DURHAM,NC,NORTH CAROLINA,DURHAM,424700,27703 27705 27704 27707 27701 27709 27712 27713 27706 27708 27710 27715 27717 27722
WINSTON-SALEM,NC,NORTH CAROLINA,FORSYTH,422269,27110 27127 27040 27107 27106 27105 27104 27103 27101 27109 27102 27108 27111 27113 27114 27115 27116 27117 27120 27130 27150 27152 27155 27157 27198 27199
BONITA SPRINGS,FL,FLORIDA,LEE,421291,33931 34134 34135
PALM COAST,FL,FLORIDA,FLAGLER,417007,32164 32136 32137 32135 32142 32143
CHATTANOOGA,TN,TENNESSEE,HAMILTON,415501,37415 37416 37410 37411 37419 37409 37421 37363 37408 37403 37402 37407 37405 37406 37404 37343 37351 37350 37401 37414 37424 37450
KISSIMMEE,FL,FLORIDA,OSCEOLA,382720,34741 34743 34744 34746 34745
FAYETTEVILLE,AR,ARKANSAS,WASHINGTON,351246,72704 72703 72701 72702
PENSACOLA,FL,FLORIDA,ESCAMBIA,346921,32501 32504 32503 32502 32513 32522 32524 32591
GREENSBORO,NC,NORTH CAROLINA,GUILFORD,343090,27410 27455 27214 27408 27409 27403 27401 27406 27407 27405 27402 27404 27411 27412 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499
FLINT,MI,MICHIGAN,GENESEE,332190,48553 48551 48504 48505 48506 48507 48502 48503 48550 48552 48556 48557
FAYETTEVILLE,NC,NORTH CAROLINA,CUMBERLAND,327435,28304 28305 28306 28307 28301 28303 28308 28390 28311 28310 28314 28302 28309
JACKSON,MS,MISSISSIPPI,HINDS,325350,39272 39206 39204 39203 39202 39201 39209 39269 39174 39211 39212 39213 39216 39217 39060 39205 39207 39210 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298
LANSING,MI,MICHIGAN,INGHAM,324286,48933 48915 48912 48911 48910 48921 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956
LEXINGTON,KY,KENTUCKY,FAYETTE,323152,40505 40506 40508 40509 40504 40507 40502 40503 40517 40516 40513 40511 40510 40515 40514 40512 40522 40523 40524 40526 40533 40536 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598
ANN ARBOR,MI,MICHIGAN,WASHTENAW,322267,48103 48104 48105 48108 48109 48113
ASHEVILLE,NC,NORTH CAROLINA,BUNCOMBE,312507,28806 28805 28804 28803 28801 28776 28810 28814 28815 28816
ST. PAUL,MN,MINNESOTA,RAMSEY,308096,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55170
LAKELAND,FL,FLORIDA,POLK,302284,33813 33803 33801 33805 33815 33811 33802 33804 33806
ROCKFORD,IL,ILLINOIS,WINNEBAGO,282762,61114 61109 61108 61104 61107 61101 61103 61102 61105 61106 61110 61125 61126
ROUND LAKE BEACH,IL,ILLINOIS,LAKE,279381,60073
MYRTLE BEACH,SC,SOUTH CAROLINA,HORRY,275579,29572 29577 29578
WINTER HAVEN,FL,FLORIDA,POLK,267069,33881 33880 33884 33883 33885 33888
ST. PETERSBURG,FL,FLORIDA,PINELLAS,265351,33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33701 33703 33704 33729 33731 33732 33733 33734 33742 33743 33747
CONCORD,NC,NORTH CAROLINA,CABARRUS,261801,28025 28027 28026
TALLAHASSEE,FL,FLORIDA,LEON,257601,32311 32312 32399 32304 32303 32301 32309 32308 32302 32306 32307 32313 32314 32315 32316
PEORIA,IL,ILLINOIS,PEORIA,256286,61625 61606 61615 61614 61605 61602 61603 61604 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656
WILMINGTON,NC,NORTH CAROLINA,NEW HANOVER,255616,28409 28401 28405 28403 28412 28402 28406 28408
NASHUA,NH,NEW HAMPSHIRE,HILLSBOROUGH,233917,03062 03063 03060 03064 03061
HIALEAH,FL,FLORIDA,MIAMI-DADE,233339,33014 33016 33010 33012 33013 33018
GULFPORT,MS,MISSISSIPPI,HARRISON,220987,39501 39503 39507 39502 39505 39506
HICKORY,NC,NORTH CAROLINA,CATAWBA,218323,28601 28602 28603
KALAMAZOO,MI,MICHIGAN,KALAMAZOO,215193,49001 49006 49007 49008 49074 49005 49019
NORTH PORT,FL,FLORIDA,SARASOTA,209070,34286 34287 34288 34289 34293 34291 34266 34223 34290
GAINESVILLE,FL,FLORIDA,ALACHUA,202335,32609 32607 32612 32653 32608 32603 32601 32605 32604 32610 32611 32614 32627 32635
DELTONA,FL,FLORIDA,VOLUSIA,198361,32725 32738 32739
AURORA,IL,ILLINOIS,KANE,197757,60506 60504 60505 60502 60503 60519 60507 60568 60569 60572 60598 60599
CLARKSVILLE,TN,TENNESSEE,MONTGOMERY,188746,42223 37043 37042 37040 37041 37044
SPARTANBURG,SC,SOUTH CAROLINA,SPARTANBURG,182701,29302 29301 29307 29306 29304 29319
GASTONIA,NC,NORTH CAROLINA,GASTON,182581,28054 28056 28052
FORT LAUDERDALE,FL,FLORIDA,BROWARD,182437,33301 33304 33305 33306 33308 33309 33334 33316 33315 33312 33311 33320 33336 33338 33339 33340 33346 33348 33394
MURFREESBORO,TN,TENNESSEE,RUTHERFORD,179951,37132 37130 37129 37128 37127 37131 37133
HIGH POINT,NC,NORTH CAROLINA,GUILFORD,179913,27282 27235 27262 27263 27265 27260 27261 27264 27268
PEMBROKE PINES,FL,FLORIDA,BROWARD,173591,33029 33028 33024 33026 33023 33027 33025 33084
CARY,NC,NORTH CAROLINA,WAKE,170282,27560 27511 27518 27519 27513 27512
OCALA,FL,FLORIDA,MARION,169383,34475 34474 34471 34470 32111 34477 34478 34483
MANCHESTER,NH,NEW HAMPSHIRE,HILLSBOROUGH,162877,03109 03104 03101 03103 03102 03105 03108 03111
CHAMPAIGN,IL,ILLINOIS,CHAMPAIGN,159443,61822 61820 61821 61824 61825 61826
SPRINGFIELD,IL,ILLINOIS,SANGAMON,158509,62711 62712 62702 62703 62701 62707 62704 62705 62706 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62764 62765 62766 62767 62769 62776 62777 62781 62786 62796
HOLLYWOOD,FL,FLORIDA,BROWARD,154817,33019 33024 33023 33021 33020 33004 33316 33312 33022 33081 33082 33302
LEESBURG,FL,FLORIDA,LAKE,154574,34748 34762 34736 34749 34789
MUSKEGON,MI,MICHIGAN,MUSKEGON,153565,49442 49440 49441
NAPERVILLE,IL,ILLINOIS,DUPAGE,148449,60540 60563 60564 60565 60567
JOLIET,IL,ILLINOIS,WILL,147344,60421 60586 60432 60433 60431 60436 60435 60434
MIRAMAR,FL,FLORIDA,BROWARD,141191,33029 33023 33027 33025
PANAMA CITY,FL,FLORIDA,BAY,136133,32401 32405 32404 32402 32412
WEST VALLEY CITY,UT,UTAH,SALT LAKE,135248,84119 84120 84128 84118 84125 84126 84127 84129 84130 84131 84170
WARREN,MI,MICHIGAN,MACOMB,133943,48093 48092 48091 48089 48088 48397
MAULDIN,SC,SOUTH CAROLINA,GREENVILLE,133872,29662 29607
BLOOMINGTON,IL,ILLINOIS,MCLEAN,133846,61701 61705 61704 61709 61710 61791
CORAL SPRINGS,FL,FLORIDA,BROWARD,133759,33071 33076 33065 33067 33075 33077
STERLING HEIGHTS,MI,MICHIGAN,MACOMB,132438,48310 48313 48312 48314 48311
BURLINGTON,NC,NORTH CAROLINA,ALAMANCE,131043,27217 27215
GREENVILLE,NC,NORTH CAROLINA,PITT,130118,27834 27858 27833 27835 27836
JOHNSON CITY,TN,TENNESSEE,WASHINGTON,127571,37614 37615 37601 37604 37602 37605 37684
FORT SMITH,AR,ARKANSAS,SEBASTIAN,125354,72901 72904 72908 72903 72923 72916 72905 72906 72913 72914 72917 72918 72919
NORMAN,OK,OKLAHOMA,CLEVELAND,124880,73019 73026 74857 73072 73071 73069 73068 73070
SOUTH LYON,MI,MICHIGAN,OAKLAND,124694,48178
LEHIGH ACRES,FL,FLORIDA,LEE,123378,33936 33973 33972 33971 33976 33974 33970
ST. GEORGE,UT,UTAH,WASHINGTON,120899,84770 84790 84791
ROCHESTER,MN,MINNESOTA,OLMSTED,119942,55902 55901 55906 55904 55905
KINGSPORT,TN,TENNESSEE,SULLIVAN,119666,37660 37664 37663 37665 37662 37669
DULUTH,MN,MINNESOTA,ST. LOUIS,119476,55803 55802 55805 55804 55808 55810 55811 55812 55807 55806 55815 55816
ROCK HILL,SC,SOUTH CAROLINA,YORK,119105,29732 29733 29730 29731
SAGINAW,MI,MICHIGAN,SAGINAW,117958,48607 48602 48601 48606 48663
CLEARWATER,FL,FLORIDA,PINELLAS,116946,33755 33759 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769
WEST JORDAN,UT,UTAH,SALT LAKE,116480,84088 84081 84084
BRANDON,FL,FLORIDA,HILLSBOROUGH,115911,33511 33510 33594 33619 33584 33508 33509 33595
NORTH CHARLESTON,SC,SOUTH CAROLINA,CHARLESTON,115382,29423 29420 29456 29485 29483 29404 29405 29406 29418 29416 29419
ST. CLOUD,MN,MINNESOTA,STEARNS,115028,56304 56301 56303 56302 56372 56393 56395 56396
POMPANO BEACH,FL,FLORIDA,BROWARD,112118,33069 33060 33062 33064 33061 33072 33074 33097
WEST PALM BEACH,FL,FLORIDA,PALM BEACH,111955,33411 33412 33417 33409 33407 33405 33401 33402 33422
SPRING HILL,FL,FLORIDA,HERNANDO,111076,34609 34608 34604 34606 34611
ELGIN,IL,ILLINOIS,KANE,110849,60120 60123 60124 60121 60122
BROKEN ARROW,OK,OKLAHOMA,TULSA,110198,74014 74011 74012 74013
MIAMI GARDENS,FL,FLORIDA,MIAMI-DADE,110001,33014 33169 33055 33056 33054 33269
BURLINGTON,VT,VERMONT,CHITTENDEN,109763,05405 05401 05408 05406
JACKSONVILLE,NC,NORTH CAROLINA,ONSLOW,108856,28546 28547 28543 28540 28541 28542 28545
DAVIE,FL,FLORIDA,BROWARD,106306,33324 33325 33331 33330 33328 33317 33314 33355
LOGAN,UT,UTAH,CACHE,101616,84321 84341 84322
HOLLAND,MI,MICHIGAN,OTTAWA,100432,49423 49422
BOCA RATON,FL,FLORIDA,PALM BEACH,99805,33496 33487 33486 33432 33433 33431 33434 33427 33429 33481 33499
OREM,UT,UTAH,UTAH,97828,84097 84057 84058 84059
SANDY,UT,UTAH,SALT LAKE,96380,84092 84093 84094 84070 84090 84091
RIVERVIEW,FL,FLORIDA,HILLSBOROUGH,95338,33503 33569 33579 33578 33568
SUNRISE,FL,FLORIDA,BROWARD,95166,33322 33323 33326 33351 33313 33307 33345
BOWLING GREEN,KY,KENTUCKY,WARREN,95135,42104 42102 42103 42101
PLANTATION,FL,FLORIDA,BROWARD,94580,33322 33323 33324 33325 33317 33313 33318 33329 33337 33388
DOVER,NH,NEW HAMPSHIRE,STRAFFORD,94563,03820 03821
EDMOND,OK,OKLAHOMA,OKLAHOMA,94054,73012 73013 73007 73003 73034
DEARBORN,MI,MICHIGAN,WAYNE,93932,48128 48120 48126 48124 48121 48123
LIVONIA,MI,MICHIGAN,WAYNE,93665,48152 48150 48154 48151 48153
FLORENCE,SC,SOUTH CAROLINA,FLORENCE,93131,29505 29506 29501 29502 29503 29504
PORTSMOUTH,NH,NEW HAMPSHIRE,ROCKINGHAM,93069,03801 03802 03803 03804
LAWTON,OK,OKLAHOMA,COMANCHE,93025,73501 73507 73505 73503 73502 73506
MOUNT PLEASANT,SC,SOUTH CAROLINA,CHARLESTON,91684,29466 29464 29465
ALAFAYA,FL,FLORIDA,ORANGE,91068,32825 32828 32829 32834 32878
MIAMI BEACH,FL,FLORIDA,MIAMI-DADE,88885,33140 33141 33139 33109 33119 33239
TOWN 'N' COUNTRY,FL,FLORIDA,HILLSBOROUGH,87338,33615 33634 33635 33685
DECATUR,IL,ILLINOIS,MACON,87236,62522 62523 62521 62526 62535 62524 62525
JACKSON,MI,MICHIGAN,JACKSON,87110,49202 49201 49203
FORT MYERS,FL,FLORIDA,LEE,87103,33913 33916 33966 33901 33907 33905 33902 33994
WAUKEGAN,IL,ILLINOIS,LAKE,86075,60087 60085 60048 60079
LARGO,FL,FLORIDA,PINELLAS,84948,33756 33771 33760 33764 33770 33773 33778 33774 33779
BLOOMINGTON,MN,MINNESOTA,HENNEPIN,84943,55425 55420 55431 55437 55438
TROY,MI,MICHIGAN,OAKLAND,84092,48098 48083 48085 48084 48007 48099
FRANKLIN,TN,TENNESSEE,WILLIAMSON,83097,37069 37064 37067 37065 37068
MELBOURNE,FL,FLORIDA,BREVARD,83029,32901 32903 32934 32935 32904 32912 32919 32941
PORT HURON,MI,MICHIGAN,ST. CLAIR,82970,48060 48061
ZEPHYRHILLS,FL,FLORIDA,PASCO,82476,33542 33540 33541
ST. AUGUSTINE,FL,FLORIDA,ST. JOHNS,82180,32084 32080 32095
WESTLAND,MI,MICHIGAN,WAYNE,81511,48185 48186
SPRINGDALE,AR,ARKANSAS,WASHINGTON,81125,72764 72762 72765 72766
DEERFIELD BEACH,FL,FLORIDA,BROWARD,81066,33442 33441 33064 33443
CICERO,IL,ILLINOIS,COOK,80796,60804
FARMINGTON HILLS,MI,MICHIGAN,OAKLAND,80612,48336 48335 48334 48331
BROOKLYN PARK,MN,MINNESOTA,HENNEPIN,80389,55444 55429 55428 55443 55445
HATTIESBURG,MS,MISSISSIPPI,FORREST,80138,39401 39402 39406 39403 39407
PLYMOUTH,MN,MINNESOTA,HENNEPIN,79768,55442 55441 55447 55446
THE VILLAGES,FL,FLORIDA,SUMTER,79372,34785 32162 32159
PINE HILLS,FL,FLORIDA,ORANGE,78995,32808 32818 32710 32858 32868 32869
ALTON,IL,ILLINOIS,MADISON,78905,62002
BOYNTON BEACH,FL,FLORIDA,PALM BEACH,78679,33426 33436 33435 33474
ANDERSON,SC,SOUTH CAROLINA,ANDERSON,78512,29624 29625 29621 29622
JONESBORO,AR,ARKANSAS,CRAIGHEAD,78394,72467 72404 72401 72402 72403 72405
LAYTON,UT,UTAH,DAVIS,78014,84041 84040
ELIZABETHTOWN,KY,KENTUCKY,HARDIN,78002,42701 42702
KANKAKEE,IL,ILLINOIS,KANKAKEE,77429,60901
SOUTH JORDAN,UT,UTAH,SALT LAKE,76598,84095 84009
BATTLE CREEK,MI,MICHIGAN,CALHOUN,76514,49015 49037 49016
WYOMING,MI,MICHIGAN,KENT,75667,49509 49548 49418 49519 49528
KENDALL,FL,FLORIDA,MIAMI-DADE,75312,33173 33176 33156 33183 33116 33256 33283 33296
CONWAY,AR,ARKANSAS,FAULKNER,74951,72032 72035 72034
ARLINGTON HEIGHTS,IL,ILLINOIS,COOK,74760,60005 60004
BOLINGBROOK,IL,ILLINOIS,WILL,74545,60490 60440
ROCHESTER HILLS,MI,MICHIGAN,OAKLAND,74516,48306 48307 48309
HILTON HEAD ISLAND,SC,SOUTH CAROLINA,BEAUFORT,74139,29928 29926 29925 29938
OWENSBORO,KY,KENTUCKY,DAVIESS,74068,42303 42301 42304
JACKSON,TN,TENNESSEE,MADISON,74065,38305 38301 38303 38314
CLEVELAND,TN,TENNESSEE,BRADLEY,73596,37312 37311 37320
EVANSTON,IL,ILLINOIS,COOK,73473,60202 60201 60204 60208
SCHAUMBURG,IL,ILLINOIS,COOK,72887,60193 60195 60194 60173 60168 60196
WOODBURY,MN,MINNESOTA,WASHINGTON,72828,55129 55125
SOUTHFIELD,MI,MICHIGAN,OAKLAND,72689,48033 48034 48075 48076 48037 48086
MAPLE GROVE,MN,MINNESOTA,HENNEPIN,72622,55369 55311
LAUDERHILL,FL,FLORIDA,BROWARD,71868,33351 33313 33311 33319 33083
SUMTER,SC,SOUTH CAROLINA,SUMTER,71518,29154 29152 29153 29150 29151
WESTON,FL,FLORIDA,BROWARD,71166,33326 33327 33331 33332
BRISTOL,TN,TENNESSEE,SULLIVAN,70243,37620 37621 37625
POINCIANA,FL,FLORIDA,POLK,69955,34758 34759
LEHI,UT,UTAH,UTAH,69724,84043
HOMESTEAD,FL,FLORIDA,MIAMI-DADE,69523,33033 33030 33035
DELRAY BEACH,FL,FLORIDA,PALM BEACH,69451,33445 33444 33483 33448 33482
DAYTONA BEACH,FL,FLORIDA,VOLUSIA,69186,32124 32174 32117 32114 32118 32119 32115 32116 32120 32121 32126 32198
ROGERS,AR,ARKANSAS,BENTON,68669,72758 72756 72718 72716 72757
PALATINE,IL,ILLINOIS,COOK,67482,60074 60067 60055 60095
LAKEVILLE,MN,MINNESOTA,DAKOTA,67317,55044
DEKALB,IL,ILLINOIS,DEKALB,66959,60115
TAMARAC,FL,FLORIDA,BROWARD,66721,33321 33319 33349 33359
EAGAN,MN,MINNESOTA,DAKOTA,66372,55121 55122 55123
BAY CITY,MI,MICHIGAN,BAY,66107,48706 48708
NORTH LITTLE ROCK,AR,ARKANSAS,PULASKI,65903,72113 72116 72114 72118 72117 72115 72124 72190 72199 72214
JUPITER,FL,FLORIDA,PALM BEACH,65791,33477 33458 33468
DORAL,FL,FLORIDA,MIAMI-DADE,65741,33178 33172 33122 33166 33191
CARBONDALE,IL,ILLINOIS,JACKSON,65671,62901 62902 62903
BLAINE,MN,MINNESOTA,ANOKA,65607,55014 55434 55449
WELLINGTON,FL,FLORIDA,PALM BEACH,65398,33449 33414 33470
EDEN PRAIRIE,MN,MINNESOTA,HENNEPIN,64893,55344 55346 55347
PORT ORANGE,FL,FLORIDA,VOLUSIA,64842,32127 32129 32128 32122 32123
CHAPEL HILL,NC,NORTH CAROLINA,ORANGE,64051,27516 27514 27517 27515 27599
ROCKY MOUNT,NC,NORTH CAROLINA,NASH,64018,27804 27803 27801 27815
COON RAPIDS,MN,MINNESOTA,ANOKA,62998,55433 55448
MANKATO,MN,MINNESOTA,BLUE EARTH,62889,56001 56002
NORTH MIAMI,FL,FLORIDA,MIAMI-DADE,62822,33168 33167 33160 33161 33181 33261
SKOKIE,IL,ILLINOIS,COOK,62700,60076 60077 60203
PORT CHARLOTTE,FL,FLORIDA,CHARLOTTE,62327,33954 33952 33948 33980 33949
PALM HARBOR,FL,FLORIDA,PINELLAS,62310,34684 34681 34683 34660 34682
SEBRING,FL,FLORIDA,HIGHLANDS,62250,33870 33875 33871
MOORE,OK,OKLAHOMA,CLEVELAND,62055,73160 73153
THE HAMMOCKS,FL,FLORIDA,MIAMI-DADE,61516,33196 33186
MILLCREEK,UT,UTAH,SALT LAKE,61450,84117 84124 84109 84106 84107 84141
SANFORD,FL,FLORIDA,SEMINOLE,61448,32773 32771 32772
BURNSVILLE,MN,MINNESOTA,DAKOTA,61339,55306 55337
COCONUT CREEK,FL,FLORIDA,BROWARD,61248,33073 33063 33066
MORRISTOWN,TN,TENNESSEE,HAMBLEN,61171,37813 37814 37815
TAYLOR,MI,MICHIGAN,WAYNE,60922,48180
NOVI,MI,MICHIGAN,OAKLAND,60896,48377 48375 48374 48167 48376
HOT SPRINGS,AR,ARKANSAS,GARLAND,60767,71901 71913 71902 71914
FOUNTAINEBLEAU,FL,FLORIDA,MIAMI-DADE,60547,33172 33174 33126 33144
TAYLORSVILLE,UT,UTAH,SALT LAKE,59805,84084 84123 84118 84184
BARTLETT,TN,TENNESSEE,SHELBY,59440,38002 38133 38134 38135 38029
BRADENTON,FL,FLORIDA,MANATEE,59439,34208 34209 34205 34206 34281
PONTIAC,MI,MICHIGAN,OAKLAND,59438,48342 48340 48341 48343
APEX,NC,NORTH CAROLINA,WAKE,59300,27502 27523 27539
ROYAL OAK,MI,MICHIGAN,OAKLAND,59277,48067 48073 48068
BENTON HARBOR,MI,MICHIGAN,BERRIEN,59216,49022 49023
ST. CLAIR SHORES,MI,MICHIGAN,MACOMB,58984,48081 48080 48082 48090
DES PLAINES,IL,ILLINOIS,COOK,58899,60018 60016 60017 60019
MARGATE,FL,FLORIDA,BROWARD,58796,33063 33068 33093
MIDLAND,MI,MICHIGAN,MIDLAND,58787,48642 48640 48667 48670 48686
WESLEY CHAPEL,FL,FLORIDA,PASCO,58208,33543 33545 33559 33544
HENDERSONVILLE,TN,TENNESSEE,SUMNER,58113,37075 37077
HUNTERSVILLE,NC,NORTH CAROLINA,MECKLENBURG,58098,28078 28070
TITUSVILLE,FL,FLORIDA,BREVARD,57891,32796 32780 32781
ORLAND PARK,IL,ILLINOIS,COOK,57857,60467 60462
PALM BEACH GARDENS,FL,FLORIDA,PALM BEACH,57704,33418 33410 33412 33403
MIDWEST CITY,OK,OKLAHOMA,OKLAHOMA,57407,73110 73141 73130 73140 73196
GOLDSBORO,NC,NORTH CAROLINA,WAYNE,57278,27534 27530 27531 27532 27533
TAMIAMI,FL,FLORIDA,MIAMI-DADE,56225,33175 33182 33184 33265
KENDALE LAKES,FL,FLORIDA,MIAMI-DADE,56182,33175 33183
SOUTHAVEN,MS,MISSISSIPPI,DESOTO,55780,38651 38671 38672
TINLEY PARK,IL,ILLINOIS,COOK,55773,60487 60477
